filename,label,source,notes,device_make,device_model,os_version
01 (6).JPG,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11,13.3.1
01 (7).JPG,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11,13.3.1
01 (8).JPG,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11,13.3.1
01 (9.0).JPG,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11,13.3.1
01 (9.1).JPG,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11,13.3.1
01 (1).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (2).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (3).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (4).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (5).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (6).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (7).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (8).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (9.0).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4
01 (9.1).jpeg,,Puclic_Source,Folder: PrnuModernDevices,Apple,iPhone 11 Pro Max,13.4

